journal_title,normalized_title,issn,eissn,publisher,abdc_rating,abdc_for,ajg2024,ajg_field,in_ft50,in_utd24,in_hci_sjr_q1,is_preprint_platform,source_lists,obhrm_candidate,inclusion_reason,review_status
International Journal of Hospitality Management,international journal of hospitality management,0278-4319,1873-4693,Elsevier,A*,3504,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
International Journal of Human Resource Management,international journal of human resource management,0958-5192,1466-4399,Taylor & Francis Online,A,3505,,,False,False,False,False,ABDC_A,True,manual core OBHRM title; ABDC FoR 3505; title keyword 'human resource',include_candidate
International Journal of Human-Computer Interaction,international journal of human computer interaction,,,,,,,,False,False,True,False,HCI_SJR_Q1,True,HCI selected journal with SJR Q1,include_candidate
International Journal of Human-Computer Studies,international journal of human computer studies,,,,,,,,False,False,True,False,HCI_SJR_Q1,True,HCI selected journal with SJR Q1,include_candidate
International Journal of Industrial Organization,international journal of industrial organization,0167-7187,1873-7986,Elsevier,A*,3801,,,False,False,False,False,ABDC_A*,True,title keyword 'organization',include_candidate
International Journal of Information Management,international journal of information management,0268-4012,1873-4707,Elsevier,A,4609,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
International Journal of Law and Information Technology,international journal of law and information technology,0967-0769,1464-3693,Oxford University Press,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
International Journal of Management Reviews,international journal of management reviews,1460-8545,1468-2370,Wiley-Blackwell Publishing,A*,3507,,,False,False,False,False,ABDC_A*,True,manual core OBHRM title; ABDC FoR 3507,include_candidate
International Journal of Managerial Finance,international journal of managerial finance,1743-9132,1758-6569,Emerald Group Publishing,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
International Journal of Manpower,international journal of manpower,0143-7720,1758-6577,Emerald Group Publishing,A,3505,,,False,False,False,False,ABDC_A,True,ABDC FoR 3505,needs_review
International Journal of Market Research,international journal of market research,1470-7853,2515-2173,Sage Publications,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
International Journal of Operations & Production Management,international journal of operations and production management,0144-3577,1758-6593,Emerald Group Publishing,A,3507,4,OPS&TECH,False,False,False,False,AJG2024_4;ABDC_A,True,ABDC FoR 3507; broad-management/noise keyword needs human check,needs_review
International Journal of Physical Distribution & Logistics Management,international journal of physical distribution and logistics management,0960-0035,1758-664X,Emerald Group Publishing,A,3509,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
International Journal of Production Economics,international journal of production economics,0925-5273,1873-7579,Elsevier,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
International Journal of Production Research,international journal of production research,0020-7543,1366-588X,Taylor & Francis Online,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
International Journal of Project Management,international journal of project management,0263-7863,1873-4634,Elsevier,A*,3507,,,False,False,False,False,ABDC_A*,True,ABDC FoR 3507,needs_review
International Journal of Public Opinion Research,international journal of public opinion research,,1471-6909,Oxford University Press,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
International Journal of Research in Marketing,international journal of research in marketing,0167-8116,1873-8001,Elsevier,A*,3506,4,MKT,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
International Journal of Retail & Distribution Management,international journal of retail and distribution management,0959-0552,1758-6690,Emerald Group Publishing,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
International Journal of Selection and Assessment,international journal of selection and assessment,0965-075X,1468-2389,Wiley-Blackwell Publishing,A,3505,,,False,False,False,False,ABDC_A,True,ABDC FoR 3505,needs_review
International Journal of Stress Management,international journal of stress management,1072-5245,1573-3424,American Psychological Association,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
International Journal of Tourism Research,international journal of tourism research,1099-2340,1522-1970,Wiley-Blackwell Publishing,A,3508,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
International Marketing Review,international marketing review,0265-1335,1758-6763,Emerald Group Publishing,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
International Migration,international migration,0020-7985,1468-2435,Wiley-Blackwell Publishing,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
International Migration Review,international migration review,0197-9183,1747-7379,Sage Publications,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
International Negotiation: a journal of theory and practice,international negotiation a journal of theory and practice,1382-340X,1571-8069,Brill,A,3505,,,False,False,False,False,ABDC_A,True,ABDC FoR 3505,needs_review
International Review of Economics & Finance,international review of economics and finance,1059-0560,1873-8036,Elsevier,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
International Review of Finance,international review of finance,1369-412X,1468-2443,Wiley-Blackwell Publishing,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
International Review of Financial Analysis,international review of financial analysis,1057-5219,1873-8079,Elsevier,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
"International Review of Law, Computers and Technology",international review of law computers and technology,1360-0869,1364-6885,Taylor & Francis Online,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
International Small Business Journal,international small business journal,0266-2426,1741-2870,Sage Publications,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
International Statistical Review,international statistical review,0306-7734,1751-5823,Wiley-Blackwell Publishing,A,4905,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
International Studies Quarterly,international studies quarterly,0020-8833,1468-2478,Wiley-Blackwell Publishing,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
International Tax and Public Finance,international tax and public finance,0927-5940,1573-6970,Springer International Publishing,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Internet Research,internet research,1066-2243,2054-5657,Emerald Group Publishing,A,4609,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Issues in Accounting Education,issues in accounting education,0739-3172,1558-7983,American Accounting Association,A,3501,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
IZA Journal of Labor Economics,iza journal of labor economics,,2193-8997,Springer Nature,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Accounting and Economics,journal of accounting and economics,0165-4101,,Elsevier,A*,3501,4*,ACCOUNT,True,True,False,False,FT50;UTD24;AJG2024_4*;ABDC_A*,False,,excluded_by_scope
Journal of Accounting and Public Policy,journal of accounting and public policy,0278-4254,1873-2070,Elsevier,A*,3501,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Accounting Auditing and Finance,journal of accounting auditing and finance,0148-558X,2160-4061,Sage Publications,A,3501,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Accounting Literature,journal of accounting literature,0737-4607,,Emerald Group Publishing,A,3501,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Accounting Research,journal of accounting research,0021-8456,1475-679X,Wiley-Blackwell Publishing,A*,3501,4*,ACCOUNT,True,True,False,False,FT50;UTD24;AJG2024_4*;ABDC_A*,False,,excluded_by_scope
Journal of Advertising,journal of advertising,0091-3367,1557-7805,Taylor & Francis Online,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Advertising Research,journal of advertising research,0021-8499,1740-1909,Taylor & Francis Online,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of African Economies,journal of african economies,0963-8024,1464-3723,Oxford University Press,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Agricultural and Resource Economics,journal of agricultural and resource economics,1068-5502,2327-8285,Western Agricultural Economics Association,A,3899,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Agricultural Economics,journal of agricultural economics,0021-857X,1477-9552,Wiley-Blackwell Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Air Law and Commerce,journal of air law and commerce,0021-8642,,Southern Methodist University,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Applied Corporate Finance,journal of applied corporate finance,1078-1196,1745-6622,Wiley-Blackwell Publishing,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Applied Econometrics,journal of applied econometrics,0883-7252,1099-1255,Wiley-Blackwell Publishing,A*,3802,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Applied Probability,journal of applied probability,0021-9002,1475-6072,Applied Probability Trust,A,4905,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Applied Psychology,journal of applied psychology,0021-9010,1939-1854,American Psychological Association,A*,3507,4*,PSYCH (WOP-OB),True,False,False,False,FT50;AJG2024_4*;ABDC_A*,True,manual core OBHRM title; ABDC FoR 3507; AJG field PSYCH (WOP-OB); title keyword 'applied psychology',include_candidate
Journal of Applied Sport Psychology,journal of applied sport psychology,1041-3200,1533-1571,Taylor & Francis Online,A,3504,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Australian Taxation,journal of australian taxation,1440-0405,,Monash University,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Banking & Finance,journal of banking and finance,0378-4266,1872-6372,Elsevier,A*,3502,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Banking and Finance - Law and Practice,journal of banking and finance law and practice,1034-3040,,Thomson Reuters,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Behavioral and Experimental Economics,journal of behavioral and experimental economics,2214-8043,,Elsevier,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Behavioral and Experimental Finance,journal of behavioral and experimental finance,2214-6350,,Elsevier,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Behavioral Decision Making,journal of behavioral decision making,0894-3257,1099-0771,Wiley-Blackwell Publishing,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Journal of Behavioral Finance,journal of behavioral finance,1542-7560,1542-7579,Taylor & Francis Online,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Brand Management,journal of brand management,1350-231X,1479-1803,Springer International Publishing,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Business & Economic Statistics,journal of business and economic statistics,0735-0015,1537-2707,Taylor & Francis Online,A*,3802,4,ECON,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
Journal of Business & Industrial Marketing,journal of business and industrial marketing,0885-8624,2052-1189,Emerald Group Publishing,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Business and Psychology,journal of business and psychology,0889-3268,1573-353X,Springer International Publishing,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Journal of Business Ethics,journal of business ethics,0167-4544,1573-0697,Springer International Publishing,A,3507,,,True,False,False,False,FT50;ABDC_A,True,ABDC FoR 3507,needs_review
Journal of Business Finance & Accounting,journal of business finance and accounting,0306-686X,1468-5957,Wiley-Blackwell Publishing,A*,3501,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Business Law,journal of business law,0021-9460,,Sweet & Maxwell,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Business Logistics,journal of business logistics,0735-3766,2158-1592,Wiley-Blackwell Publishing,A,3509,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Business Research,journal of business research,0148-2963,1873-7978,Elsevier,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Business Venturing,journal of business venturing,0883-9026,1873-2003,Elsevier,A*,3507,4*,ENT-SBM,True,False,False,False,FT50;AJG2024_4*;ABDC_A*,True,ABDC FoR 3507,needs_review
Journal of Business Venturing Insights,journal of business venturing insights,2352-6734,,Elsevier,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Journal of Career Assessment,journal of career assessment,1069-0727,1552-4590,Sage Publications,A,3505,,,False,False,False,False,ABDC_A,True,ABDC FoR 3505,needs_review
Journal of Choice Modelling,journal of choice modelling,1755-5345,,Elsevier,A,3803,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Commodity Markets,journal of commodity markets,2405-8513,2405-8505,Elsevier,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Communication,journal of communication,0021-9916,1460-2466,Oxford University Press,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Comparative Economics,journal of comparative economics,0147-5967,1095-7227,Elsevier,A,3899,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Computational and Graphical Statistics,journal of computational and graphical statistics,1061-8600,1537-2715,Taylor & Francis Online,A*,4905,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Computer Information Systems,journal of computer information systems,0887-4417,2380-2057,Taylor & Francis Online,A,4609,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Conflict Resolution,journal of conflict resolution,0022-0027,1552-8766,Sage Publications,A*,3801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Construction Engineering and Management,journal of construction engineering and management,0733-9364,1943-7862,American Society of Civil Engineers,A*,3504,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Consumer Affairs,journal of consumer affairs,0022-0078,1745-6606,Wiley-Blackwell Publishing,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Consumer Behaviour,journal of consumer behaviour,1472-0817,1479-1838,Wiley-Blackwell Publishing,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Consumer Marketing,journal of consumer marketing,0736-3761,2052-1200,Emerald Group Publishing,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Consumer Psychology,journal of consumer psychology,1057-7408,1532-7663,Wiley-Blackwell Publishing,A*,3506,4*,MKT,True,False,False,False,FT50;AJG2024_4*;ABDC_A*,False,,excluded_by_scope
Journal of Consumer Research,journal of consumer research,0093-5301,1537-5277,Oxford University Press,A*,3506,4*,MKT,True,True,False,False,FT50;UTD24;AJG2024_4*;ABDC_A*,False,,excluded_by_scope
Journal of Contemporary Accounting and Economics,journal of contemporary accounting and economics,1815-5669,,Elsevier,A,3501,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Contract Law,journal of contract law,1030-7230,,LexisNexis,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Corporate Finance,journal of corporate finance,0929-1199,1872-6313,Elsevier,A*,3502,4,FINANCE,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
Journal of Corporate Law Studies,journal of corporate law studies,1473-5970,1757-8426,Taylor & Francis Online,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Corporation Law,journal of corporation law,0360-795X,,University of Iowa College of Law,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Cross-Cultural Psychology,journal of cross cultural psychology,0022-0221,1552-5422,Sage Publications,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Journal of Cultural Economics,journal of cultural economics,0885-2545,1573-6997,Springer International Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Database Management,journal of database management,1063-8016,1533-8010,IGI Global,A,4609,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Destination Marketing & Management,journal of destination marketing and management,2212-571X,2212-5752,Elsevier,A,3508,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Development Economics,journal of development economics,0304-3878,1872-6089,Elsevier,A*,3801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Development Studies,journal of development studies,0022-0388,1743-9140,Taylor & Francis Online,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Econometrics,journal of econometrics,0304-4076,1872-6895,Elsevier,A*,3802,4,ECON,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
Journal of Economic Behavior and Organization,journal of economic behavior and organization,0167-2681,1879-1751,Elsevier,A*,3801,,,False,False,False,False,ABDC_A*,True,title keyword 'organization',include_candidate
Journal of Economic Dynamics and Control,journal of economic dynamics and control,0165-1889,1879-1743,Elsevier,A*,3801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Economic Geography,journal of economic geography,1468-2702,1468-2710,Oxford University Press,A,3899,4,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",False,False,False,False,AJG2024_4;ABDC_A,False,,excluded_by_scope
Journal of Economic Growth,journal of economic growth,1381-4338,1573-7020,Springer International Publishing,A*,3801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Economic Literature,journal of economic literature,0002-0515,2328-8175,American Economic Association,A*,3801,4,ECON,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
Journal of Economic Perspectives,journal of economic perspectives,0895-3309,1944-7965,American Economic Association,A*,3801,4,ECON,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
Journal of Economic Psychology,journal of economic psychology,0167-4870,1872-7719,Elsevier,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Economic Science Association,journal of economic science association,2199-6776,2199-6784,Springer International Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Economic Surveys,journal of economic surveys,0950-0804,1467-6419,Wiley-Blackwell Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Economic Theory,journal of economic theory,0022-0531,1095-7235,Elsevier,A*,3803,4,ECON,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
Journal of Economics & Management Strategy,journal of economics and management strategy,1058-6407,1530-9134,Wiley-Blackwell Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Empirical Finance,journal of empirical finance,0927-5398,1879-1727,Elsevier,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Empirical Legal Studies,journal of empirical legal studies,1740-1453,1740-1461,Wiley-Blackwell Publishing,A*,4801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Employment Counseling,journal of employment counseling,0022-0787,2161-1920,Wiley-Blackwell Publishing,A,3505,,,False,False,False,False,ABDC_A,True,ABDC FoR 3505; title keyword 'employment',include_candidate
Journal of Enterprise Information Management,journal of enterprise information management,1741-0398,1758-7409,Emerald Group Publishing,A,4609,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Environmental Economics and Management,journal of environmental economics and management,0095-0696,1096-0449,Elsevier,A*,3801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Environmental Psychology,journal of environmental psychology,0272-4944,1522-9610,Elsevier,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of European Public Policy,journal of european public policy,1350-1763,1466-4429,Taylor & Francis Online,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Evolutionary Economics,journal of evolutionary economics,0936-9937,1432-1386,Springer International Publishing,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Experimental Psychology: Applied,journal of experimental psychology applied,1076-898X,1939-2192,American Psychological Association,A,3507,4,PSYCH (GENERAL),False,False,False,False,AJG2024_4;ABDC_A,True,ABDC FoR 3507,needs_review
Journal of Experimental Psychology: general,journal of experimental psychology general,0096-3445,1939-2222,American Psychological Association,A*,3507,4,PSYCH (GENERAL),False,False,False,False,AJG2024_4;ABDC_A*,True,ABDC FoR 3507,needs_review
"Journal of Experimental Psychology: learning, memory, and cognition",journal of experimental psychology learning memory and cognition,0278-7393,1939-1285,American Psychological Association,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Journal of Experimental Social Psychology,journal of experimental social psychology,0022-1031,1096-0465,Elsevier,A,3507,4,PSYCH (GENERAL),False,False,False,False,AJG2024_4;ABDC_A,True,ABDC FoR 3507,needs_review
Journal of Financial and Quantitative Analysis,journal of financial and quantitative analysis,0022-1090,1756-6916,Cambridge University Press,A*,3502,4,FINANCE,True,False,False,False,FT50;AJG2024_4;ABDC_A*,False,,excluded_by_scope
Journal of Financial Econometrics,journal of financial econometrics,1479-8409,1479-8417,Oxford University Press,A*,3802,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Financial Economics,journal of financial economics,0304-405X,,Elsevier,A*,3502,4*,FINANCE,True,True,False,False,FT50;UTD24;AJG2024_4*;ABDC_A*,False,,excluded_by_scope
Journal of Financial Intermediation,journal of financial intermediation,1042-9573,1096-0473,Elsevier,A*,3502,4,FINANCE,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
Journal of Financial Markets,journal of financial markets,1386-4181,1878-576X,Elsevier,A*,3502,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Financial Reporting,journal of financial reporting,2380-2154,2380-2146,American Accounting Association,A,3501,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Financial Research,journal of financial research,0270-2592,1475-6803,Wiley-Blackwell Publishing,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Financial Services Research,journal of financial services research,0920-8550,1573-0735,Springer International Publishing,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Financial Stability,journal of financial stability,1572-3089,1878-0962,Elsevier,A*,3502,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Forecasting,journal of forecasting,0277-6693,1099-131X,Wiley-Blackwell Publishing,A,3802,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Gambling Studies,journal of gambling studies,1050-5350,1573-3602,Springer International Publishing,A,3504,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Global Information Management,journal of global information management,1062-7375,1533-7995,IGI Global,A,4609,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Health Economics,journal of health economics,0167-6296,1879-1646,Elsevier,A*,3801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
"Journal of Health Politics, Policy and Law",journal of health politics policy and law,0361-6878,1527-1927,Duke University Press,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Hospitality and Tourism Management,journal of hospitality and tourism management,1447-6770,1839-5260,Elsevier,A*,3508,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Hospitality and Tourism Research,journal of hospitality and tourism research,1096-3480,1557-7554,Sage Publications,A,3508,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Hospitality Marketing and Management,journal of hospitality marketing and management,1936-8623,1936-8631,Taylor & Francis Online,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Housing Economics,journal of housing economics,1051-1377,1096-0791,Elsevier,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Human Capital,journal of human capital,1932-8575,1932-8664,The University of Chicago Press,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Human Resources,journal of human resources,0022-166X,1548-8004,The University of Wisconsin Press,A*,3801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Industrial Relations,journal of industrial relations,0022-1856,1472-9269,Sage Publications,A,3505,,,False,False,False,False,ABDC_A,True,ABDC FoR 3505; title keyword 'industrial relations',include_candidate
Journal of Information Systems,journal of information systems,0888-7985,1558-7959,American Accounting Association,A,3501,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Information Technology,journal of information technology,0268-3962,1466-4437,Sage Publications,A*,4609,4,INFO MAN,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
Journal of Interactive Marketing,journal of interactive marketing,1094-9968,1520-6653,Sage Publications,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of International Accounting Research,journal of international accounting research,1542-6297,1558-8025,American Accounting Association,A,3501,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of International Business Studies,journal of international business studies,0047-2506,1478-6990,Springer International Publishing,A*,3507,4*,IB&AREA,True,True,False,False,FT50;UTD24;AJG2024_4*;ABDC_A*,True,ABDC FoR 3507; FT50/UTD management-general journal,include_candidate
Journal of International Economic Law,journal of international economic law,1369-3034,1464-3758,Oxford University Press,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of International Economics,journal of international economics,0022-1996,1873-0353,Elsevier,A*,3801,4,ECON,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
Journal of International Financial Management and Accounting,journal of international financial management and accounting,0954-1314,1467-646X,Wiley-Blackwell Publishing,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
"Journal of International Financial Markets, Institutions and Money",journal of international financial markets institutions and money,1042-4431,1873-0612,Elsevier,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of International Management,journal of international management,1075-4253,1873-0620,Elsevier,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Journal of International Marketing,journal of international marketing,1069-031X,1547-7215,Sage Publications,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of International Money and Finance,journal of international money and finance,0261-5606,1873-0639,Elsevier,A,3502,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Knowledge Management,journal of knowledge management,1367-3270,1758-7484,Emerald Group Publishing,A,4609,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Labor Economics,journal of labor economics,0734-306X,1537-5307,University of Chicago Press,A*,3801,4,ECON,False,False,False,False,AJG2024_4;ABDC_A*,False,,excluded_by_scope
"Journal of Law, Economics and Organization",journal of law economics and organization,8756-6222,1465-7341,Oxford University Press,A,3801,,,False,False,False,False,ABDC_A,True,title keyword 'organization',include_candidate
Journal of Leadership and Organizational Studies,journal of leadership and organizational studies,1548-0518,1939-7089,Sage Publications,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507; title keyword 'leadership',include_candidate
Journal of Leisure Research,journal of leisure research,0022-2216,2159-6417,Taylor & Francis Ltd.,A,3504,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Macroeconomics,journal of macroeconomics,0164-0704,1873-152X,Elsevier,A,3801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Macromarketing,journal of macromarketing,0276-1467,1552-6534,Sage Publications,A,3506,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Management,journal of management,0149-2063,1557-1211,Sage Publications,A*,3507,4*,ETHICS-CSR-MAN,True,False,False,False,FT50;AJG2024_4*;ABDC_A*,True,manual core OBHRM title; ABDC FoR 3507,include_candidate
Journal of Management & Organization,journal of management and organization,1833-3672,1839-3527,Cambridge University Press,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507; title keyword 'organization',include_candidate
Journal of Management Accounting Research,journal of management accounting research,1049-2127,1558-8033,American Accounting Association,A*,3501,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Journal of Management Control,journal of management control,2191-4761,2191-477X,Springer International Publishing,A,3501,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Journal of Management in Engineering,journal of management in engineering,0742-597X,1943-5479,American Society of Civil Engineers,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Journal of Management Information Systems,journal of management information systems,0742-1222,1557-928X,Taylor & Francis Online,A*,4609,4,INFO MAN,True,False,False,False,FT50;AJG2024_4;ABDC_A*,False,,excluded_by_scope
Journal of Management Inquiry,journal of management inquiry,1056-4926,1552-6542,Sage Publications,A,3507,,,False,False,False,False,ABDC_A,True,ABDC FoR 3507,needs_review
Journal of Management Studies,journal of management studies,0022-2380,1467-6486,Wiley-Blackwell Publishing,A*,3507,4,ETHICS-CSR-MAN,True,False,False,False,FT50;AJG2024_4;ABDC_A*,True,manual core OBHRM title; ABDC FoR 3507,include_candidate
