journal_title,normalized_title,issn,eissn,publisher,abdc_rating,abdc_for,ajg2024,ajg_field,in_ft50,in_utd24,in_hci_sjr_q1,is_preprint_platform,source_lists,obhrm_candidate,inclusion_reason,review_status
Transportation Research Part C: Emerging Technologies,transportation research part c emerging technologies,0968-090X,1879-2359,Elsevier,A*,3509,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Transportation Research Part D: Transport and Environment,transportation research part d transport and environment,1361-9209,1879-2340,Elsevier,A,3509,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Transportation Research Part E: Logistics and Transportation Review,transportation research part e logistics and transportation review,1366-5545,1878-5794,Elsevier,A*,3509,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Transportation Research Part F: Traffic Psychology and Behaviour,transportation research part f traffic psychology and behaviour,1369-8478,1873-5517,Elsevier,A,3509,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
"Transportation Research, Series B: Methodological",transportation research series b methodological,1879-2367,,Elsevier,,,4,SECTOR,False,False,False,False,AJG2024_4,False,,excluded_by_scope
Transportation Science,transportation science,0041-1655,1526-5447,The Institute for Operations Research and the Management Sciences (INFORMS),A*,3509,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Travel Behaviour and Society,travel behaviour and society,2214-367X,,Elsevier,A,3509,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Tulane Maritime Law Journal,tulane maritime law journal,1048-3748,,Tulane University Law School,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
University of Chicago Law Review,university of chicago law review,0041-9494,1939-859X,University of Chicago Law School,A*,4801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
University of New South Wales Law Journal,university of new south wales law journal,0313-0096,,University of New South Wales,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
University of Toronto Law Journal,university of toronto law journal,0042-0220,1710-1174,University of Toronto Press,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Urban Studies: an international journal for research in urban studies,urban studies an international journal for research in urban studies,0042-0980,1360-063X,Sage Publications,A*,3599,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
Value in Health,value in health,1098-3015,,Elsevier ScienceDirect / ISPOR,A,3899,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Virginia Tax Review,virginia tax review,0735-9004,,University of Virginia School of Law,A,4801,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Visitor Studies,visitor studies,1064-5578,1934-7715,Taylor & Francis Online,A,3508,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
Water Resources Research,water resources research,0043-1397,1944-7973,Wiley-Blackwell Publishing,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
"Work & Stress: An international Journal of Work, Health and Organisations",work and stress an international journal of work health and organisations,0267-8373,1464-5335,Taylor & Francis Online,A,3505,,,False,False,False,False,ABDC_A,True,ABDC FoR 3505; title keyword 'work',include_candidate
Work and Occupations,work and occupations,0730-8884,1552-8464,Sage Publications,A,3505,,,False,False,False,False,ABDC_A,True,ABDC FoR 3505; title keyword 'work',include_candidate
Work and Stress,work and stress,1464-5335,,Taylor & Francis,,,4,PSYCH (WOP-OB),False,False,False,False,AJG2024_4,True,manual core OBHRM title; AJG field PSYCH (WOP-OB); title keyword 'work',include_candidate
"Work, Employment and Society",work employment and society,0950-0170,1469-8722,Sage Publications,A,3505,4,HRM&EMP,False,False,False,False,AJG2024_4;ABDC_A,True,ABDC FoR 3505; AJG field HRM&EMP; title keyword 'employment',include_candidate
World Development,world development,0305-750X,1873-5991,Elsevier,A*,3801,,,False,False,False,False,ABDC_A*,False,,excluded_by_scope
World Politics,world politics,0043-8871,1086-3338,Johns Hopkins University Press,A,3599,,,False,False,False,False,ABDC_A,False,,excluded_by_scope
